sentence,label
"Hey doc, I've got this constant urge to urinate, and it burns when I do. There's blood in my urine, and I've been having lower back pain. Am I too young to be dealing with kidney stones or a urinary tract infection?",1.0
"Doctor, my head has been pounding like crazy, and my face has been swollen. My urine looks strange, and I've also noticed a metallic taste in my mouth. Could age be a factor in these symptoms?",1.0
"I've been coughing a lot, doc, and it feels like I can't catch my breath. My urine is dark, and I've had a fever for the past few weeks. Is this something that becomes more common as we age?",1.0
"Hey doc, my eyesight has been getting worse, especially in low light conditions. My urine has a brownish tint, and I've been having joint pain and muscle weakness. Could these issues be age-related?",1.0
"Doctor, I'm 40 years old, and I've been experiencing persistent abdominal pain, nausea, weight gain, and dark urine. Could these symptoms be attributed to my age, or should I investigate further?",1.0
"I'm 55 years old, doc, and I've been feeling constantly cold, with weakness in my legs and shortness of breath. Could these symptoms be age-related, or is there something else I should be concerned about?",1.0
"Doctor, I'm 38 years old, and I've been having trouble concentrating and memory issues, along with frothy urine and leg swelling. Is it common for someone my age to experience these symptoms?",1.0
"Hey doc, I'm 31 years old, and I've been feeling nauseous, gaining weight, and noticing blood in my urine, along with a persistent cough. Should I be concerned about these symptoms at my age?",1.0
"Doctor, I'm 45 years old, and I've had a metallic taste in my mouth, dark urine, muscle cramps, and abdominal pain. Could these symptoms be age-related, or should I consider other factors?",1.0
"I'm 50 years old, doc, and I've been constantly cold, with weak legs and shortness of breath. Is it typical for someone my age to experience these symptoms, or could there be underlying issues?",1.0
"Doctor, I'm 37 years old, and I've been having trouble concentrating, memory fog, frothy urine, and leg swelling. Could my age play a role in these symptoms, or should I be investigating further?",1.0
"Hey doc, I'm 48 years old, and I've had a metallic taste in my mouth, dark urine, muscle cramps, and abdominal pain. Is it common for someone my age to experience these symptoms, or should I be concerned about other causes?",1.0
"Doctor, for the past two weeks, I've been experiencing persistent fatigue and a loss of appetite. I've also noticed some swelling in my ankles and lower legs. Recently, I've been feeling a bit nauseous and my urine seems cloudier than usual.",1.0
"I came in because I've been having this dull, constant pain in my lower back for about a month now. I thought it was just muscle strain, but it hasn't improved. I've also been feeling unusually tired and sometimes I get this weird rash on my skin.",1.0
"Over the last few weeks, I've noticed that I'm urinating more frequently, especially at night. There's also been a noticeable decrease in the amount of urine. And, I've been experiencing a dry mouth and shortness of breath, which is really unusual for me.",1.0
"For about three weeks, I've had a fever that comes and goes. Along with that, I've been dealing with joint pain and my urine has a strong, unusual smell. I also noticed that my eyes are often red and irritated, and I've lost some weight without trying.",1.0
"I've been having these episodes of nausea and vomiting for the past month. Along with that, I've noticed a decrease in my urine output and it's darker than usual. I've also been experiencing some confusion and difficulty concentrating, which is really affecting my work.",1.0
"I've been feeling extremely tired for the past three weeks, and I've noticed some swelling around my eyes, especially in the mornings. I've also been experiencing a burning sensation when I urinate and my urine is frothy.",1.0
"For about a month now, I've had this persistent cough that doesn't seem to go away. Along with that, I've noticed I'm urinating less frequently, and when I do, it's painful. I've also had episodes of shortness of breath.",1.0
I've been experiencing headaches more frequently over the last few weeks. I also feel a bit dizzy sometimes. I've noticed that my urine is much darker than normal and I've been having some abdominal pain.,1.0
"For the past two months, I've had an ongoing fever and night sweats. I've also noticed some blood in my urine and I'm urinating less often. I've been feeling a bit disoriented and my memory seems to be affected.",1.0
I've been experiencing a lot of fatigue and weakness for about three weeks now. My urine has been cloudy and I've noticed some swelling in my hands and feet. I've also had a few episodes where I feel very itchy all over.,1.0
"Recently, I've been noticing that my urine is a strange color, almost like tea. I've also been feeling very itchy, especially at night. I've had muscle cramps and spasms, and I'm not sure why.",1.0
"For the last month or so, I've been getting up several times at night to urinate. I've also been feeling very thirsty all the time. My skin has been dry and I've noticed a loss of appetite.",1.0
